rennen,jahr,etappe,terrain,km,hm,ps,finisher,erste_gruppe,erste_gruppe_anteil,zeitgruppen,gruppengroesse_hinten,letzter_je_km,p5_je_km,p10_je_km,p25_je_km,p50_je_km,p75_je_km,p90_je_km,p100_je_km,rang10_je_km,rang20_je_km,rang30_je_km,rang50_je_km,rang75_je_km,rang100_je_km,rang150_je_km,ueber_zeitlimit
Giro,2020,8,Hilly_Difficult,200.0,2197,116,161,1,0.006211180124223602,12,14.545454545454545,5.18,4.18,4.18,4.18,4.18,4.33,4.33,5.18,4.18,4.18,4.18,4.18,4.18,4.245,4.435,0
Giro,2020,9,Mountain,208.0,4544,222,159,1,0.006289308176100629,76,2.1066666666666665,11.649038461538462,0.47115384615384615,0.5384615384615384,1.1634615384615385,4.677884615384615,6.072115384615385,9.134615384615385,11.649038461538462,0.47115384615384615,0.5576923076923077,0.7067307692307693,2.0336538461538463,4.658653846153846,5.4423076923076925,9.149038461538462,0
Giro,2021,10,Rolling,139.0,1460,60,172,103,0.5988372093023255,8,9.857142857142858,5.39568345323741,0.0,0.0,0.0,0.0,2.41726618705036,4.39568345323741,5.39568345323741,0.0,0.0,0.0,0.0,0.0,0.0,3.460431654676259,0
Giro,2021,11,Medium_Mountain,162.0,2364,174,170,2,0.011764705882352941,46,3.7333333333333334,9.796296296296296,0.5987654320987654,1.3518518518518519,3.5308641975308643,8.364197530864198,8.67283950617284,9.722222222222221,9.796296296296296,0.7345679012345679,1.8271604938271604,2.3209876543209877,5.679012345679013,7.030864197530864,8.364197530864198,9.62962962962963,0
Giro,2021,12,Mountain,212.0,4433,223,164,2,0.012195121951219513,29,5.785714285714286,7.688679245283019,0.5047169811320755,2.8962264150943398,2.8962264150943398,5.028301886792453,7.382075471698113,7.382075471698113,7.688679245283019,1.221698113207547,2.8962264150943398,2.8962264150943398,3.3254716981132075,4.377358490566038,7.382075471698113,7.382075471698113,0
Giro,2021,13,Flat,198.0,199,0,164,105,0.6402439024390244,11,5.9,0.898989898989899,0.0,0.0,0.0,0.0,0.25757575757575757,0.3383838383838384,0.898989898989899,0.0,0.0,0.0,0.0,0.0,0.0,0.3383838383838384,0
Giro,2021,14,Mountain,205.0,3580,341,159,1,0.006289308176100629,95,1.6808510638297873,11.331707317073171,0.6731707317073171,0.8536585365853658,2.8536585365853657,9.126829268292683,10.414634146341463,11.04390243902439,11.331707317073171,0.6926829268292682,0.9414634146341463,1.6536585365853658,4.058536585365854,7.185365853658537,10.097560975609756,11.292682926829269,0
Giro,2021,15,Medium_Mountain,147.0,1682,106,154,2,0.012987012987012988,14,11.692307692307692,9.496598639455783,0.29931972789115646,0.46938775510204084,7.081632653061225,7.081632653061225,7.204081632653061,7.292517006802721,9.496598639455783,0.4217687074829932,7.081632653061225,7.081632653061225,7.081632653061225,7.081632653061225,7.204081632653061,8.19047619047619,0
Giro,2021,16,Mountain,153.0,3942,295,152,1,0.006578947368421052,77,1.986842105263158,19.215686274509803,0.9869281045751634,2.4313725490196076,7.026143790849673,11.091503267973856,16.26143790849673,16.908496732026144,19.215686274509803,1.0,3.281045751633987,4.627450980392157,8.27450980392157,10.915032679738562,13.235294117647058,18.934640522875817,0
Giro,2021,17,Medium_Mountain,193.0,3703,408,150,1,0.006666666666666667,62,2.442622950819672,11.865284974093264,0.5077720207253886,0.8911917098445595,5.129533678756476,8.476683937823834,10.575129533678757,11.336787564766839,11.865284974093264,0.7305699481865285,1.2020725388601037,3.3367875647668392,5.849740932642487,8.476683937823834,9.792746113989637,11.865284974093264,0
Giro,2021,18,Hilly,231.0,1398,74,147,1,0.006802721088435374,15,10.428571428571429,6.311688311688312,0.07792207792207792,0.6753246753246753,6.103896103896104,6.103896103896104,6.103896103896104,6.103896103896104,6.311688311688312,0.3116883116883117,1.8571428571428572,6.103896103896104,6.103896103896104,6.103896103896104,6.103896103896104,,0
Giro,2021,19,Medium_Mountain,166.0,2811,292,144,1,0.006944444444444444,59,2.4655172413793105,10.578313253012048,0.29518072289156627,1.2228915662650603,3.0060240963855422,6.397590361445783,9.072289156626505,10.349397590361447,10.578313253012048,0.5120481927710844,1.6686746987951808,2.5180722891566263,4.518072289156627,8.126506024096386,9.072289156626505,,0
Giro,2021,2,Flat,179.0,707,9,183,177,0.9672131147540983,4,2.0,0.8547486033519553,0.0,0.0,0.0,0.0,0.0,0.0,0.8547486033519553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Giro,2021,20,Mountain,164.0,3867,305,143,1,0.006993006993006993,71,2.0285714285714285,14.03048780487805,0.4451219512195122,1.1585365853658536,3.323170731707317,9.932926829268293,12.542682926829269,13.859756097560975,14.03048780487805,0.8719512195121951,2.0060975609756095,2.7621951219512195,5.4573170731707314,10.396341463414634,12.0,,0
Giro,2021,3,Hilly_Difficult,190.0,1870,103,183,1,0.00546448087431694,11,18.2,4.4526315789473685,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.021052631578947368,3.031578947368421,4.4526315789473685,4.4526315789473685,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.021052631578947368,3.336842105263158,0
Giro,2021,4,Medium_Mountain,187.0,3138,252,183,1,0.00546448087431694,45,4.136363636363637,9.925133689839573,0.49732620320855614,0.5775401069518716,1.6149732620320856,4.46524064171123,7.411764705882353,7.411764705882353,9.925133689839573,0.5133689839572193,0.5775401069518716,0.7005347593582888,1.914438502673797,4.042780748663102,4.855614973262032,7.411764705882353,0
Giro,2021,5,Flat,177.0,363,0,182,138,0.7582417582417582,22,2.0952380952380953,4.451977401129944,0.0,0.0,0.0,0.0,0.0,0.8022598870056498,4.451977401129944,0.0,0.0,0.0,0.0,0.0,0.0,0.5028248587570622,0
Giro,2021,6,Mountain,160.0,3595,221,178,1,0.0056179775280898875,43,4.214285714285714,10.425,0.18125,0.35625,3.91875,7.925,9.30625,10.325,10.425,0.18125,0.4375,0.6625,5.48125,7.2375,9.30625,10.325,0
Giro,2021,7,Rolling,181.0,1725,37,177,63,0.3559322033898305,18,6.705882352941177,1.143646408839779,0.0,0.0,0.0,0.2983425414364641,0.56353591160221,0.7403314917127072,1.143646408839779,0.0,0.0,0.0,0.0,0.2154696132596685,0.2983425414364641,0.5966850828729282,0
Giro,2021,8,Medium_Mountain,170.0,3085,133,176,1,0.005681818181818182,51,3.5,6.352941176470588,1.0823529411764705,1.6941176470588235,1.8588235294117648,3.0823529411764707,4.876470588235295,5.0058823529411764,6.352941176470588,1.6941176470588235,1.6941176470588235,1.6941176470588235,1.988235294117647,2.9823529411764707,3.411764705882353,4.876470588235295,0
Giro,2021,9,Medium_Mountain,158.0,3503,196,172,1,0.005813953488372093,84,2.0602409638554215,10.063291139240507,0.0759493670886076,0.1962025316455696,0.9177215189873418,3.430379746835443,8.544303797468354,9.727848101265822,10.063291139240507,0.0759493670886076,0.22151898734177214,0.3860759493670886,1.120253164556962,3.0253164556962027,6.417721518987341,9.639240506329115,0
Giro,2022,1,Hilly,195.0,1390,51,175,8,0.045714285714285714,46,3.7111111111111112,2.81025641025641,0.020512820512820513,0.020512820512820513,0.06153846153846154,0.4461538461538462,1.1435897435897435,1.6205128205128205,2.81025641025641,0.020512820512820513,0.020512820512820513,0.020512820512820513,0.09743589743589744,0.3282051282051282,0.5948717948717949,1.594871794871795,0
Giro,2022,10,Hilly_Difficult,196.0,1764,86,166,28,0.1686746987951807,27,5.3076923076923075,9.581632653061224,0.0,0.0,0.3163265306122449,1.1785714285714286,2.7244897959183674,5.551020408163265,9.581632653061224,0.0,0.0,0.10714285714285714,0.3163265306122449,0.3163265306122449,1.5714285714285714,5.551020408163265,0
Giro,2022,11,Flat,203.0,369,0,165,103,0.6242424242424243,20,3.263157894736842,2.0788177339901477,0.0,0.0,0.0,0.0,0.11330049261083744,0.5467980295566502,2.0788177339901477,0.0,0.0,0.0,0.0,0.0,0.0,0.5615763546798029,0
Giro,2022,12,Hilly_Difficult,204.0,2867,112,164,2,0.012195121951219513,17,10.125,5.813725490196078,0.5098039215686274,1.6666666666666667,2.6862745098039214,2.6862745098039214,2.6862745098039214,5.784313725490196,5.813725490196078,0.8578431372549019,2.2794117647058822,2.6862745098039214,2.6862745098039214,2.6862745098039214,2.6862745098039214,5.784313725490196,0
Giro,2022,13,Rolling,150.0,1817,51,163,52,0.31901840490797545,28,4.111111111111111,4.74,0.0,0.0,0.0,0.30666666666666664,3.0933333333333333,3.0933333333333333,4.74,0.0,0.0,0.0,0.0,0.30666666666666664,0.7133333333333334,3.0933333333333333,0
Giro,2022,14,Medium_Mountain,147.0,3167,247,159,1,0.006289308176100629,37,4.388888888888889,16.537414965986393,0.3469387755102041,3.925170068027211,9.047619047619047,12.918367346938776,13.666666666666666,16.210884353741495,16.537414965986393,1.8027210884353742,4.414965986394558,5.598639455782313,10.333333333333334,12.829931972789115,12.918367346938776,16.210884353741495,0
Giro,2022,15,Mountain,177.0,4019,301,158,1,0.006329113924050633,30,5.413793103448276,13.056497175141242,1.847457627118644,2.6440677966101696,3.9096045197740112,9.338983050847459,13.056497175141242,13.056497175141242,13.056497175141242,2.0677966101694913,2.6440677966101696,2.6440677966101696,6.768361581920904,9.338983050847459,10.966101694915254,13.056497175141242,0
Giro,2022,16,Mountain,202.0,5268,376,155,1,0.0064516129032258064,50,3.142857142857143,15.797029702970297,0.48514851485148514,2.1534653465346536,8.113861386138614,11.707920792079207,14.326732673267326,14.326732673267326,15.797029702970297,0.6584158415841584,3.5544554455445545,5.920792079207921,9.96039603960396,10.633663366336634,14.054455445544555,15.797029702970297,0
Giro,2022,17,Mountain,168.0,3950,347,153,1,0.006535947712418301,50,3.1020408163265305,14.029761904761905,1.0654761904761905,1.75,5.279761904761905,8.964285714285714,12.44047619047619,12.44047619047619,14.029761904761905,1.0654761904761905,1.9107142857142858,4.136904761904762,7.029761904761905,8.916666666666666,11.172619047619047,13.68452380952381,0
Giro,2022,18,Hilly,156.0,1219,34,152,4,0.02631578947368421,46,3.2888888888888888,4.17948717948718,0.08974358974358974,0.10897435897435898,0.1282051282051282,1.1346153846153846,1.4807692307692308,2.891025641025641,4.17948717948718,0.08974358974358974,0.1282051282051282,0.1282051282051282,0.3782051282051282,1.1346153846153846,1.1346153846153846,4.108974358974359,0
Giro,2022,19,Medium_Mountain,178.0,3489,262,150,2,0.013333333333333334,53,2.8461538461538463,12.117977528089888,1.3258426966292134,1.4662921348314606,4.882022471910112,8.202247191011235,10.303370786516854,12.0,12.117977528089888,1.3258426966292134,1.7078651685393258,3.3202247191011236,6.668539325842697,8.202247191011235,9.325842696629213,12.117977528089888,0
Giro,2022,20,High_Mountain,168.0,4718,392,149,1,0.006711409395973154,86,1.7411764705882353,15.214285714285714,1.0952380952380953,1.6130952380952381,4.220238095238095,8.714285714285714,14.505952380952381,14.642857142857142,15.214285714285714,1.3035714285714286,1.8214285714285714,3.25,5.940476190476191,8.738095238095237,13.095238095238095,,0
Giro,2022,3,Flat,201.0,1150,7,174,155,0.8908045977011494,10,2.111111111111111,1.3233830845771144,0.0,0.0,0.0,0.0,0.0,0.1044776119402985,1.3233830845771144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Giro,2022,4,Medium_Mountain,172.0,3626,251,173,2,0.011560693641618497,48,3.6382978723404253,12.505813953488373,0.9127906976744186,0.9127906976744186,2.0697674418604652,6.02906976744186,8.075581395348838,10.436046511627907,12.505813953488373,0.9127906976744186,0.9127906976744186,1.441860465116279,3.116279069767442,5.3023255813953485,7.988372093023256,10.436046511627907,0
Giro,2022,5,Rolling,174.0,1968,31,172,98,0.5697674418604651,20,3.8947368421052633,4.120689655172414,0.0,0.0,0.0,0.0,0.41954022988505746,4.120689655172414,4.120689655172414,0.0,0.0,0.0,0.0,0.0,0.21839080459770116,1.4540229885057472,0
Giro,2022,6,Hilly,192.0,1498,49,172,152,0.8837209302325582,9,2.5,1.6302083333333333,0.0,0.0,0.0,0.0,0.0,0.109375,1.6302083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Giro,2022,7,Mountain,196.0,4730,246,168,1,0.005952380952380952,28,6.185185185185185,13.035714285714286,0.9132653061224489,0.9132653061224489,0.9132653061224489,8.11734693877551,13.035714285714286,13.035714285714286,13.035714285714286,0.9132653061224489,0.9132653061224489,0.9132653061224489,1.5612244897959184,6.127551020408164,8.11734693877551,13.035714285714286,0
Giro,2022,8,Hilly_Difficult,153.0,2243,123,167,3,0.017964071856287425,28,6.074074074074074,5.5359477124183005,0.21568627450980393,1.392156862745098,1.392156862745098,1.392156862745098,3.954248366013072,5.294117647058823,5.5359477124183005,1.1503267973856208,1.392156862745098,1.392156862745098,1.392156862745098,1.392156862745098,2.8627450980392157,5.294117647058823,0
Giro,2022,9,Mountain,191.0,5080,458,166,5,0.030120481927710843,72,2.267605633802817,14.408376963350785,0.17801047120418848,1.2617801047120418,4.900523560209424,10.44502617801047,13.827225130890053,13.973821989528796,14.408376963350785,0.3036649214659686,1.4345549738219896,2.9633507853403143,6.654450261780105,10.44502617801047,11.089005235602095,13.973821989528796,0
Giro,2023,10,Hilly_Difficult,196.0,3020,76,149,2,0.013422818791946308,13,12.25,8.239795918367347,0.2602040816326531,0.2602040816326531,0.2602040816326531,3.4642857142857144,3.4642857142857144,7.051020408163265,8.239795918367347,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.6020408163265306,3.4642857142857144,3.4642857142857144,,0
Giro,2023,11,Rolling,219.0,2430,60,139,123,0.8848920863309353,8,2.2857142857142856,5.054794520547945,0.0,0.0,0.0,0.0,0.0,2.9269406392694064,5.054794520547945,0.0,0.0,0.0,0.0,0.0,0.0,,0
Giro,2023,12,Hilly_Difficult,185.0,2348,112,135,2,0.014814814814814815,19,7.388888888888889,8.097297297297297,0.7567567567567568,0.7567567567567568,2.6972972972972973,4.443243243243243,6.724324324324324,6.724324324324324,8.097297297297297,0.7567567567567568,1.2486486486486486,2.6972972972972973,2.6972972972972973,5.124324324324324,6.724324324324324,,0
Giro,2023,13,Hilly,74.6,2456,283,134,1,0.007462686567164179,43,3.1666666666666665,20.41554959785523,1.2734584450402147,1.2734584450402147,4.075067024128686,16.836461126005364,16.836461126005364,17.07774798927614,20.41554959785523,1.2734584450402147,1.7024128686327078,3.927613941018767,10.214477211796247,16.836461126005364,16.836461126005364,,1
Giro,2023,14,Rolling,194.0,2336,68,131,5,0.03816793893129771,27,4.846153846153846,7.536082474226804,0.05154639175257732,0.25773195876288657,6.551546391752577,6.551546391752577,6.551546391752577,6.685567010309279,7.536082474226804,0.25773195876288657,1.0154639175257731,6.551546391752577,6.551546391752577,6.551546391752577,6.551546391752577,,0
Giro,2023,15,Mountain,195.0,4040,202,131,3,0.022900763358778626,37,3.5555555555555554,13.338461538461539,0.7487179487179487,2.117948717948718,2.287179487179487,4.528205128205128,6.410256410256411,9.148717948717948,13.338461538461539,1.2974358974358975,2.117948717948718,2.128205128205128,3.2205128205128206,6.410256410256411,6.62051282051282,,0
Giro,2023,16,High_Mountain,203.0,5852,456,127,2,0.015748031496062992,63,2.0161290322580645,15.19704433497537,0.37438423645320196,0.5960591133004927,3.6945812807881775,8.645320197044335,11.669950738916256,13.866995073891626,15.19704433497537,0.37438423645320196,1.3004926108374384,3.187192118226601,5.763546798029557,10.694581280788178,12.630541871921181,,0
Giro,2023,17,Flat,197.0,523,5,127,94,0.7401574803149606,19,1.8333333333333333,1.7563451776649746,0.0,0.0,0.0,0.0,0.14213197969543148,0.39086294416243655,1.7563451776649746,0.0,0.0,0.0,0.0,0.0,0.2233502538071066,,0
Giro,2023,18,Mountain,161.0,4153,362,125,2,0.016,60,2.0847457627118646,14.714285714285714,0.5217391304347826,0.9937888198757764,3.1925465838509317,8.509316770186336,13.024844720496894,14.124223602484472,14.714285714285714,0.9440993788819876,1.950310559006211,3.1925465838509317,6.571428571428571,9.397515527950311,13.024844720496894,,0
Giro,2023,19,High_Mountain,183.0,5423,478,124,1,0.008064516129032258,90,1.3820224719101124,14.73224043715847,0.7049180327868853,0.9234972677595629,2.4262295081967213,9.431693989071038,11.092896174863387,13.78688524590164,14.73224043715847,0.7978142076502732,1.1311475409836065,2.371584699453552,6.049180327868853,10.415300546448087,12.387978142076502,,0
Giro,2023,2,Rolling,202.0,1831,51,175,44,0.25142857142857145,19,7.277777777777778,1.9554455445544554,0.0,0.0,0.0,0.09405940594059406,0.16831683168316833,0.24257425742574257,1.9554455445544554,0.0,0.0,0.0,0.0594059405940594,0.09405940594059406,0.09405940594059406,0.16831683168316833,0
Giro,2023,21,Rolling,126.0,692,21,124,105,0.8467741935483871,16,1.2666666666666666,2.3492063492063493,0.0,0.0,0.0,0.0,0.0,0.9603174603174603,2.3492063492063493,0.0,0.0,0.0,0.0,0.0,0.0,,0
Giro,2023,3,Hilly_Difficult,213.0,1777,92,175,57,0.32571428571428573,21,5.9,4.596244131455399,0.0,0.0,0.0,1.3145539906103287,4.276995305164319,4.276995305164319,4.596244131455399,0.0,0.0,0.0,0.0,0.7370892018779343,2.23943661971831,4.276995305164319,0
Giro,2023,4,Medium_Mountain,175.0,3667,207,174,1,0.005747126436781609,29,6.178571428571429,9.01142857142857,0.6914285714285714,0.6914285714285714,1.4457142857142857,4.6971428571428575,8.445714285714285,8.977142857142857,9.01142857142857,0.6914285714285714,0.6914285714285714,0.6914285714285714,1.9828571428571429,3.8,4.6971428571428575,8.977142857142857,0
Giro,2023,5,Hilly_Difficult,171.0,2529,77,171,106,0.6198830409356725,21,3.25,2.654970760233918,0.0,0.0,0.0,0.0,0.4152046783625731,1.3216374269005848,2.654970760233918,0.0,0.0,0.0,0.0,0.0,0.0,1.2046783625730995,0
Giro,2023,6,Hilly_Difficult,162.0,2581,92,170,89,0.5235294117647059,18,4.764705882352941,7.5,0.0,0.0,0.0,0.0,5.148148148148148,6.820987654320987,7.5,0.0,0.0,0.0,0.0,0.0,1.2469135802469136,6.820987654320987,0
Giro,2023,7,Mountain,218.0,4143,253,168,1,0.005952380952380952,54,3.150943396226415,8.582568807339449,0.8715596330275229,0.8715596330275229,1.0963302752293578,2.403669724770642,7.31651376146789,8.279816513761467,8.582568807339449,0.8715596330275229,0.8715596330275229,0.8715596330275229,1.2889908256880733,2.165137614678899,5.908256880733945,8.279816513761467,0
Giro,2023,8,Hilly_Difficult,207.0,2790,180,163,1,0.006134969325153374,33,5.0625,7.415458937198068,1.1400966183574879,1.391304347826087,1.7777777777777777,5.971014492753623,7.21256038647343,7.21256038647343,7.415458937198068,1.3236714975845412,1.391304347826087,1.6231884057971016,2.6231884057971016,5.971014492753623,6.173913043478261,7.21256038647343,0
Giro,2024,1,Medium_Mountain,140.0,1851,145,176,3,0.017045454545454544,32,5.580645161290323,7.707142857142857,0.07142857142857142,0.07142857142857142,0.7142857142857143,4.064285714285714,6.114285714285714,6.3428571428571425,7.707142857142857,0.07142857142857142,0.07142857142857142,0.3357142857142857,0.9785714285714285,3.5214285714285714,4.7,6.3428571428571425,0
Giro,2024,10,Medium_Mountain,142.0,3029,267,158,1,0.006329113924050633,57,2.8035714285714284,16.112676056338028,0.5985915492957746,1.3661971830985915,3.816901408450704,10.035211267605634,14.795774647887324,14.816901408450704,16.112676056338028,0.8169014084507042,1.3943661971830985,1.556338028169014,5.225352112676056,10.035211267605634,12.43661971830986,14.816901408450704,0
Giro,2024,11,Hilly,207.0,1830,36,155,93,0.6,15,4.428571428571429,1.7053140096618358,0.0,0.0,0.0,0.0,0.7053140096618358,0.8840579710144928,1.7053140096618358,0.0,0.0,0.0,0.0,0.0,0.2995169082125604,0.9130434782608695,0
Giro,2024,12,Hilly_Difficult,193.0,2162,95,154,1,0.006493506493506494,20,8.052631578947368,4.658031088082901,0.46632124352331605,1.6839378238341969,1.6839378238341969,3.7253886010362693,3.7253886010362693,4.124352331606218,4.658031088082901,0.46632124352331605,1.6839378238341969,1.6839378238341969,2.2590673575129534,3.7253886010362693,3.7253886010362693,4.658031088082901,0
Giro,2024,13,Flat,179.0,202,0,154,94,0.6103896103896104,16,4.0,2.0446927374301676,0.0,0.0,0.0,0.0,0.37988826815642457,0.7262569832402235,2.0446927374301676,0.0,0.0,0.0,0.0,0.0,0.33519553072625696,0.770949720670391,0
Giro,2024,15,Mountain,222.0,5724,397,150,1,0.006666666666666667,106,1.4190476190476191,16.47747747747748,0.8018018018018018,1.1216216216216217,4.027027027027027,8.743243243243244,12.36036036036036,12.734234234234235,16.47747747747748,0.9009009009009009,1.4594594594594594,3.855855855855856,7.63963963963964,8.743243243243244,9.972972972972974,16.47747747747748,0
Giro,2024,16,Medium_Mountain,118.4,2151,234,146,1,0.00684931506849315,67,2.196969696969697,15.532094594594593,0.3293918918918919,0.4138513513513513,3.243243243243243,10.04222972972973,13.944256756756756,14.180743243243242,15.532094594594593,0.38006756756756754,0.6925675675675675,2.0861486486486487,7.508445945945946,10.04222972972973,12.58445945945946,,0
Giro,2024,17,Mountain,159.0,4087,341,145,1,0.006896551724137931,45,3.272727272727273,17.440251572327043,0.6415094339622641,0.9245283018867925,4.29559748427673,10.50314465408805,16.031446540880502,16.754716981132077,17.440251572327043,0.7232704402515723,1.5157232704402517,2.610062893081761,9.71069182389937,11.981132075471699,13.40880503144654,,0
Giro,2024,18,Flat,178.0,873,18,144,89,0.6180555555555556,26,2.2,2.308988764044944,0.0,0.0,0.0,0.0,0.28651685393258425,1.0449438202247192,2.308988764044944,0.0,0.0,0.0,0.0,0.0,0.1853932584269663,,0
Giro,2024,19,Mountain,157.0,3251,258,142,1,0.007042253521126761,38,3.810810810810811,11.745222929936306,0.9554140127388535,3.4522292993630574,6.089171974522293,7.43312101910828,10.044585987261147,11.745222929936306,11.745222929936306,1.4777070063694266,6.089171974522293,6.089171974522293,6.535031847133758,7.955414012738854,9.719745222929935,,0
Giro,2024,2,Medium_Mountain,161.0,2310,222,175,1,0.005714285714285714,64,2.761904761904762,10.099378881987578,0.21739130434782608,0.4968944099378882,1.9937888198757765,5.068322981366459,9.15527950310559,9.15527950310559,10.099378881987578,0.22981366459627328,0.4968944099378882,0.7639751552795031,2.1614906832298137,3.869565217391304,6.080745341614906,9.15527950310559,0
Giro,2024,20,Mountain,184.0,4540,316,142,1,0.007042253521126761,34,4.2727272727272725,14.282608695652174,0.6902173913043478,1.8858695652173914,8.08695652173913,13.222826086956522,14.146739130434783,14.282608695652174,14.282608695652174,1.0217391304347827,3.2282608695652173,6.190217391304348,8.983695652173912,13.222826086956522,13.907608695652174,,0
Giro,2024,21,Flat,125.0,676,13,142,101,0.7112676056338029,23,1.8636363636363635,7.28,0.0,0.0,0.0,0.0,0.424,1.632,7.28,0.0,0.0,0.0,0.0,0.0,0.0,,0
Giro,2024,3,Hilly,166.3,865,35,173,91,0.5260115606936416,23,3.727272727272727,4.143114852675887,0.0,0.0,0.0,0.0,1.00420926037282,1.3048707155742634,4.143114852675887,0.0,0.0,0.0,0.0,0.0,0.2766085387853277,1.3048707155742634,0
Giro,2024,4,Rolling,190.0,2151,44,170,114,0.6705882352941176,24,2.4347826086956523,1.5105263157894737,0.0,0.0,0.0,0.0,0.5368421052631579,1.0947368421052632,1.5105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0
Giro,2024,5,Rolling,178.0,2197,59,169,3,0.01775147928994083,32,5.354838709677419,4.926966292134831,0.06179775280898876,0.06179775280898876,0.06179775280898876,0.06179775280898876,0.47191011235955055,1.7752808988764044,4.926966292134831,0.06179775280898876,0.06179775280898876,0.06179775280898876,0.06179775280898876,0.06179775280898876,0.2752808988764045,1.7696629213483146,0
Giro,2024,6,Hilly_Difficult,180.0,2118,102,165,3,0.01818181818181818,27,6.230769230769231,6.85,0.16111111111111112,0.16111111111111112,0.16111111111111112,4.516666666666667,5.25,6.85,6.85,0.16111111111111112,0.16111111111111112,0.16111111111111112,0.5055555555555555,3.1166666666666667,4.516666666666667,6.85,0
Giro,2024,8,Medium_Mountain,152.0,3658,265,164,3,0.018292682926829267,47,3.5,15.480263157894736,0.07236842105263158,0.9276315789473685,4.967105263157895,7.125,13.480263157894736,15.43421052631579,15.480263157894736,0.13815789473684212,0.9276315789473685,2.875,4.967105263157895,6.75,10.631578947368421,15.43421052631579,0
Giro,2024,9,Hilly,214.0,1574,77,162,77,0.47530864197530864,23,3.8636363636363638,4.485981308411215,0.0,0.0,0.0,0.4485981308411215,3.383177570093458,4.485981308411215,4.485981308411215,0.0,0.0,0.0,0.0,0.0,2.1121495327102804,4.485981308411215,0
TdF,2010,1,Flat,223.5,420,0,191,154,0.806282722513089,6,7.4,1.1006711409395973,0.0,0.0,0.0,0.0,0.0,0.7024608501118568,1.1006711409395973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TdF,2010,10,Medium_Mountain,179.0,3187,162,177,2,0.011299435028248588,12,15.909090909090908,5.659217877094972,4.798882681564246,4.798882681564246,4.798882681564246,4.798882681564246,5.290502793296089,5.290502793296089,5.659217877094972,4.798882681564246,4.798882681564246,4.798882681564246,4.798882681564246,4.798882681564246,4.798882681564246,5.290502793296089,0
TdF,2010,11,Flat,184.5,1264,21,174,107,0.6149425287356322,18,3.9411764705882355,2.4986449864498645,0.0,0.0,0.0,0.0,1.5230352303523036,2.4986449864498645,2.4986449864498645,0.0,0.0,0.0,0.0,0.0,0.0,2.4986449864498645,0
TdF,2010,12,Medium_Mountain,210.5,3485,143,172,1,0.005813953488372093,48,3.6382978723404253,7.634204275534442,0.08076009501187649,0.14726840855106887,0.6365795724465558,1.5439429928741093,2.004750593824228,3.467933491686461,7.634204275534442,0.14726840855106887,0.22802850356294538,0.33729216152019004,0.7933491686460807,1.5439429928741093,1.5439429928741093,2.9453681710213777,0
TdF,2010,13,Rolling,196.0,2163,60,171,1,0.005847953216374269,15,12.142857142857142,3.7653061224489797,0.0663265306122449,0.0663265306122449,0.0663265306122449,0.6836734693877551,1.7653061224489797,2.163265306122449,3.7653061224489797,0.0663265306122449,0.0663265306122449,0.0663265306122449,0.0663265306122449,0.47959183673469385,1.403061224489796,2.163265306122449,0
TdF,2010,14,Medium_Mountain,184.5,3796,324,171,1,0.005847953216374269,44,3.953488372093023,12.08130081300813,0.6124661246612466,0.8130081300813008,3.084010840108401,6.737127371273712,12.010840108401084,12.010840108401084,12.08130081300813,0.6504065040650406,0.8130081300813008,1.3224932249322494,4.059620596205962,6.737127371273712,8.83468834688347,12.010840108401084,0
TdF,2010,15,Medium_Mountain,187.5,3542,237,170,1,0.0058823529411764705,27,6.5,9.797333333333333,0.9066666666666666,1.3226666666666667,2.7466666666666666,6.288,9.221333333333334,9.221333333333334,9.797333333333333,1.1146666666666667,1.3226666666666667,1.8346666666666667,4.058666666666666,5.488,8.341333333333333,9.221333333333334,0
TdF,2010,16,Mountain,199.5,4721,202,168,7,0.041666666666666664,8,23.0,10.466165413533835,2.030075187969925,2.030075187969925,2.030075187969925,7.12781954887218,10.466165413533835,10.466165413533835,10.466165413533835,2.030075187969925,2.030075187969925,2.030075187969925,2.030075187969925,7.12781954887218,10.466165413533835,10.466165413533835,0
TdF,2010,17,Mountain,174.0,4681,410,167,1,0.005988023952095809,84,2.0,11.459770114942529,0.7701149425287356,1.5517241379310345,3.1839080459770117,8.040229885057471,9.988505747126437,10.632183908045977,11.459770114942529,1.1839080459770115,1.8103448275862069,2.2701149425287355,3.8850574712643677,6.810344827586207,9.925287356321839,10.632183908045977,0
TdF,2010,18,Flat,198.0,1056,9,166,135,0.8132530120481928,9,3.875,1.9747474747474747,0.0,0.0,0.0,0.0,0.0,0.5,1.9747474747474747,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
